,Annual Sum or Average,0.00,0.00,0.07
,Minimum of Months,0.00,0.00,0.07
,Maximum of Months,0.00,0.00,0.07


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_BACKROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.07
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,0.00,0.00,0.07
,Minimum of Months,0.00,0.00,0.07
,Maximum of Months,0.00,0.00,0.07


----------------------------------------------------------------------------------------------------
REPORT:,COILLOADS
FOR:,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_BACKROW_TOPFLOOR
Custom Monthly Report

,,HEATING COIL HEATING RATE [],HEATING COIL AIR HEATING RATE [],COOLING COIL TOTAL COOLING RATE [ton]
,January,0.00,0.00,0.07
,February,-,-,-
,March,-,-,-
,April,-,-,-
,May,-,-,-
,June,-,-,-
,July,-,-,-
,August,-,-,-
,September,-,-,-
,October,-,-,-
,November,-,-,-
,December,-,-,-
,,,,
,Annual Sum or Average,0.00,0.00,0.07
,Minimum of Months,0.00,0.00,0.07
,Maximum of Months,0.00,0.00,0.07


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT1_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT2_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT3_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT1_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT2_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT3_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT1_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT2_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT3_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT1_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT2_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT3_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT1_FRONTROW_TOPFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT2_FRONTROW_TOPFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT3_FRONTROW_TOPFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT1_BACKROW_TOPFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT2_BACKROW_TOPFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,WATER HEATER: LOADS
FOR:,WATER HEATER_TANK_UNIT3_BACKROW_TOPFLOOR
Custom Monthly Report

,,WATER HEATER TOTAL DEMAND RATE [],WATER HEATER TOTAL DEMAND ENERGY [],WATER HEATER HEATING RATE [Btu/h],WATER HEATER HEATING ENERGY [kBtu]
,January,0.00,0.00,0.00,0.00
,February,-,-,-,-
,March,-,-,-,-
,April,-,-,-,-
,May,-,-,-,-
,June,-,-,-,-
,July,-,-,-,-
,August,-,-,-,-
,September,-,-,-,-
,October,-,-,-,-
,November,-,-,-,-
,December,-,-,-,-
,,,,,
,Annual Sum or Average,0.00,0.00,0.00,0.00
,Minimum of Months,0.00,0.00,0.00,0.00
,Maximum of Months,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,BREEZEWAY
Custom Monthly Report

,,ZONE AIR SYSTEM SENSIBLE COOLING ENERGY [ton-hrs],ZONE AIR SYSTEM SENSIBLE HEATING ENERGY [kBtu]
,January,0.00,0.00
,February,-,-
,March,-,-
,April,-,-
,May,-,-
,June,-,-
,July,-,-
,August,-,-
,September,-,-
,October,-,-
,November,-,-
,December,-,-
,,,
,Annual Sum or Average,0.00,0.00
,Minimum of Months,0.00,0.00
,Maximum of Months,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,ZONE AIR SYSTEM SENSIBLE COOLING ENERGY [ton-hrs],ZONE AIR SYSTEM SENSIBLE HEATING ENERGY [kBtu]
,January,0.00,327.20
,February,-,-
,March,-,-
,April,-,-
,May,-,-
,June,-,-
,July,-,-
,August,-,-
,September,-,-
,October,-,-
,November,-,-
,December,-,-
,,,
,Annual Sum or Average,0.00,327.20
,Minimum of Months,0.00,327.20
,Maximum of Months,0.00,327.20


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,ZONE AIR SYSTEM SENSIBLE COOLING ENERGY [ton-hrs],ZONE AIR SYSTEM SENSIBLE HEATING ENERGY [kBtu]
,January,0.00,292.36
,February,-,-
,March,-,-
,April,-,-
,May,-,-
,June,-,-
,July,-,-
,August,-,-
,September,-,-
,October,-,-
,November,-,-
,December,-,-
,,,
,Annual Sum or Average,0.00,292.36
,Minimum of Months,0.00,292.36
,Maximum of Months,0.00,292.36


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR
Custom Monthly Report

,,ZONE AIR SYSTEM SENSIBLE COOLING ENERGY [ton-hrs],ZONE AIR SYSTEM SENSIBLE HEATING ENERGY [kBtu]
,January,0.00,325.19
,February,-,-
,March,-,-
,April,-,-
,May,-,-
,June,-,-
,July,-,-
,August,-,-
,September,-,-
,October,-,-
,November,-,-
,December,-,-
,,,
,Annual Sum or Average,0.00,325.19
,Minimum of Months,0.00,325.19
,Maximum of Months,0.00,325.19


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,LIVING_UNIT1_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,ZONE AIR SYSTEM SENSIBLE COOLING ENERGY [ton-hrs],ZONE AIR SYSTEM SENSIBLE HEATING ENERGY [kBtu]
,January,0.00,329.28
,February,-,-
,March,-,-
,April,-,-
,May,-,-
,June,-,-
,July,-,-
,August,-,-
,September,-,-
,October,-,-
,November,-,-
,December,-,-
,,,
,Annual Sum or Average,0.00,329.28
,Minimum of Months,0.00,329.28
,Maximum of Months,0.00,329.28


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,LIVING_UNIT2_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,ZONE AIR SYSTEM SENSIBLE COOLING ENERGY [ton-hrs],ZONE AIR SYSTEM SENSIBLE HEATING ENERGY [kBtu]
,January,0.00,294.52
,February,-,-
,March,-,-
,April,-,-
,May,-,-
,June,-,-
,July,-,-
,August,-,-
,September,-,-
,October,-,-
,November,-,-
,December,-,-
,,,
,Annual Sum or Average,0.00,294.52
,Minimum of Months,0.00,294.52
,Maximum of Months,0.00,294.52


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,LIVING_UNIT3_BACKROW_BOTTOMFLOOR
Custom Monthly Report

,,ZONE AIR SYSTEM SENSIBLE COOLING ENERGY [ton-hrs],ZONE AIR SYSTEM SENSIBLE HEATING ENERGY [kBtu]
,January,0.00,327.28
,February,-,-
,March,-,-
,April,-,-
,May,-,-
,June,-,-
,July,-,-
,August,-,-
,September,-,-
,October,-,-
,November,-,-
,December,-,-
,,,
,Annual Sum or Average,0.00,327.28
,Minimum of Months,0.00,327.28
,Maximum of Months,0.00,327.28


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,ZONE AIR SYSTEM SENSIBLE COOLING ENERGY [ton-hrs],ZONE AIR SYSTEM SENSIBLE HEATING ENERGY [kBtu]
,January,0.00,90.88
,February,-,-
,March,-,-
,April,-,-
,May,-,-
,June,-,-
,July,-,-
,August,-,-
,September,-,-
,October,-,-
,November,-,-
,December,-,-
,,,
,Annual Sum or Average,0.00,90.88
,Minimum of Months,0.00,90.88
,Maximum of Months,0.00,90.88


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,ZONE AIR SYSTEM SENSIBLE COOLING ENERGY [ton-hrs],ZONE AIR SYSTEM SENSIBLE HEATING ENERGY [kBtu]
,January,0.00,54.15
,February,-,-
,March,-,-
,April,-,-
,May,-,-
,June,-,-
,July,-,-
,August,-,-
,September,-,-
,October,-,-
,November,-,-
,December,-,-
,,,
,Annual Sum or Average,0.00,54.15
,Minimum of Months,0.00,54.15
,Maximum of Months,0.00,54.15


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR
Custom Monthly Report

,,ZONE AIR SYSTEM SENSIBLE COOLING ENERGY [ton-hrs],ZONE AIR SYSTEM SENSIBLE HEATING ENERGY [kBtu]
,January,0.00,88.77
,February,-,-
,March,-,-
,April,-,-
,May,-,-
,June,-,-
,July,-,-
,August,-,-
,September,-,-
,October,-,-
,November,-,-
,December,-,-
,,,
,Annual Sum or Average,0.00,88.77
,Minimum of Months,0.00,88.77
,Maximum of Months,0.00,88.77


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,LIVING_UNIT1_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,ZONE AIR SYSTEM SENSIBLE COOLING ENERGY [ton-hrs],ZONE AIR SYSTEM SENSIBLE HEATING ENERGY [kBtu]
,January,0.00,92.89
,February,-,-
,March,-,-
,April,-,-
,May,-,-
,June,-,-
,July,-,-
,August,-,-
,September,-,-
,October,-,-
,November,-,-
,December,-,-
,,,
,Annual Sum or Average,0.00,92.89
,Minimum of Months,0.00,92.89
,Maximum of Months,0.00,92.89


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,LIVING_UNIT2_BACKROW_MIDDLEFLOOR
Custom Monthly Report

,,ZONE AIR SYSTEM SENSIBLE COOLING ENERGY [ton-hrs],ZONE AIR SYSTEM SENSIBLE HEATING ENERGY [kBtu]
,January,0.00,56.17
,February,-,-
,March,-,-
,April,-,-
,May,-,-
,June,-,-
,July,-,-
,August,-,-
,September,-,-
,October,-,-
,November,-,-
,December,-,-
,,,
,Annual Sum or Average,0.00,56.17
,Minimum of Months,0.00,56.17
,Maximum of Months,0.00,56.17


----------------------------------------------------------------------------------------------------
REPORT:,HEATING AND COOLING LOADS
FOR:,LIVING_UNIT3_BACKROW_MIDDLEFLOOR
