Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2024.05.14 12:32
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ7+oilfurnace+unheatedbsmt+IECC_2021
Environment:,ANNUAL ** Quebec.City-Ste.Foy-Univ.Laval QC CAN Custom-713920 WMO#=713920

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,680.12,0.14,0.29
,Net Site Energy,680.12,0.14,0.29
,Total Source Energy,971.36,0.20,0.41
,Net Source Energy,971.36,0.20,0.41


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,4754.19
,Net Conditioned Building Area,2377.10
,Unconditioned Building Area,2377.10


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,558.61,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,9.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,73.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,19.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,16.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.74
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,121.51,0.00,0.00,0.00,0.00,0.00,558.61,0.00,0.00,0.00,0.00,0.00,66.74
Note: Additional fuel appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,CarbonEquivalentEmissions:Carbon Equivalent,0.00,0.000,12-JAN-01:00,0.000,12-JAN-01:00


Annual and Peak Values - Other Volumetric

,,Annual Value [ft3],Minimum Value [ft3/min],Timestamp of Minimum {TIMESTAMP},Maximum Value [ft3/min],Timestamp of Maximum {TIMESTAMP}
,None,,,,,


Annual and Peak Values - Other Liquid/Gas

,,Annual Value [gal],Minimum Value [gal],Timestamp of Minimum {TIMESTAMP},Maximum Value [gal],Timestamp of Maximum {TIMESTAMP}
,None,,,,,


Annual and Peak Values - Other

,,Annual Value [kBtu],Minimum Value [Btu/h],Timestamp of Minimum {TIMESTAMP},Maximum Value [Btu/h],Timestamp of Maximum {TIMESTAMP}
,EnergyTransfer:Facility,864.01,25642.30,12-JAN-01:00,42874.66,12-JAN-08:00
,EnergyTransfer:HVAC,519.24,14933.99,12-JAN-01:00,26292.97,12-JAN-08:00
,CoolingCoils:EnergyTransfer,27.31,0.00,12-JAN-01:00,2794.24,12-JAN-07:00
,EnergyTransfer:Building,303.95,10239.84,12-JAN-01:00,14573.74,12-JAN-05:00
,EnergyTransfer:Zone:LIVING_UNIT1,303.95,10239.84,12-JAN-01:00,14573.74,12-JAN-05:00
,Heating:EnergyTransfer,303.95,10239.84,12-JAN-01:00,14573.74,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1,303.95,10239.84,12-JAN-01:00,14573.74,12-JAN-05:00
,General:Heating:EnergyTransfer,303.95,10239.84,12-JAN-01:00,14573.74,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1,303.95,10239.84,12-JAN-01:00,14573.74,12-JAN-05:00
,Cooling:EnergyTransfer,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:ATTIC_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Heating:EnergyTransfer:Zone:ATTIC_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Heating:EnergyTransfer:Zone:ATTIC_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Cooling:EnergyTransfer:Zone:ATTIC_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:ATTIC_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:UNHEATEDBSMT_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Heating:EnergyTransfer:Zone:UNHEATEDBSMT_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Heating:EnergyTransfer:Zone:UNHEATEDBSMT_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Cooling:EnergyTransfer:Zone:UNHEATEDBSMT_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:UNHEATEDBSMT_UNIT1,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,PlantLoopHeatingDemand:Facility,40.83,162.64,12-JAN-03:00,3111.49,12-JAN-09:00
,PlantLoopHeatingDemand:Plant,40.83,162.64,12-JAN-03:00,3111.49,12-JAN-09:00
,WaterSystems:PlantLoopHeatingDemand,40.83,162.64,12-JAN-03:00,3111.49,12-JAN-09:00
,General:WaterSystems:PlantLoopHeatingDemand,40.83,162.64,12-JAN-03:00,3111.49,12-JAN-09:00
,HeatRecoveryForHeating:EnergyTransfer,56.21,1811.95,12-JAN-01:00,2672.53,12-JAN-24:00
,HeatRecoveryForCooling:EnergyTransfer,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,HeatingCoils:EnergyTransfer,435.71,13122.05,12-JAN-01:00,21299.24,12-JAN-08:00
,FuelOilNo2:Facility,558.61,16823.14,12-JAN-01:00,27306.71,12-JAN-08:00
,FuelOilNo2:HVAC,558.61,16823.14,12-JAN-01:00,27306.71,12-JAN-08:00
,Heating:FuelOilNo2,558.61,16823.14,12-JAN-01:00,27306.71,12-JAN-08:00
,General:Heating:FuelOilNo2,558.61,16823.14,12-JAN-01:00,27306.71,12-JAN-08:00
,EnergyTransfer:Plant,40.83,162.64,12-JAN-03:00,3111.49,12-JAN-09:00
,WaterSystems:EnergyTransfer,40.83,162.64,12-JAN-03:00,3111.49,12-JAN-09:00
,Domestic Hot Water:WaterSystems:EnergyTransfer,40.83,162.64,12-JAN-03:00,3111.49,12-JAN-09:00
,Water Heater:WaterSystems:PlantLoopHeatingDemand,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,FuelOilNo2:Plant,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,WaterSystems:FuelOilNo2,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Water Heater:WaterSystems:FuelOilNo2,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00


----------------------------------------------------------------------------------------------------
REPORT:,Sensible Heat Gain Summary
FOR:,Entire Facility
Annual Building Sensible Heat Gain Components

,,HVAC Zone Eq & Other Sensible Air Heating [kBtu],HVAC Zone Eq & Other Sensible Air Cooling [ton-hrs],HVAC Terminal Unit Sensible Air Heating [kBtu],HVAC Terminal Unit Sensible Air Cooling [ton-hrs],HVAC Input Heated Surface Heating [kBtu],HVAC Input Cooled Surface Cooling [ton-hrs],People Sensible Heat Addition [kBtu],Lights Sensible Heat Addition [kBtu],Equipment Sensible Heat Addition [kBtu],Window Heat Addition [kBtu],Interzone Air Transfer Heat Addition [kBtu],Infiltration Heat Addition [kBtu],Opaque Surface Conduction and Other Heat Addition [kBtu],Equipment Sensible Heat Removal [kBtu],Window Heat Removal [kBtu],Interzone Air Transfer Heat Removal [kBtu],Infiltration Heat Removal [kBtu],Opaque Surface Conduction and Other Heat Removal [kBtu]
,LIVING_UNIT1,0.000,-4.60,359.141,0.000,0.000,0.000,13.212,9.707,46.388,0.000,0.000,0.000,0.000,0.000,-84.09,-0.06,-119.62,-169.48
,ATTIC_UNIT1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,80.093,0.101,193.699,0.000,0.000,0.000,-273.89,-0.31
,UNHEATEDBSMT_UNIT1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,249.963,0.000,0.000,0.000,-249.96,0.000
,Total Facility,0.000,-4.60,359.141,0.000,0.000,0.000,13.212,9.707,46.388,0.000,80.093,0.101,443.661,0.000,-84.09,-0.06,-643.48,-169.79


Peak Cooling Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [Btu/h],HVAC Zone Eq & Other Sensible Air Cooling [ton],HVAC Terminal Unit Sensible Air Heating [Btu/h],HVAC Terminal Unit Sensible Air Cooling [ton],HVAC Input Heated Surface Heating [Btu/h],HVAC Input Cooled Surface Cooling [ton],People Sensible Heat Addition [Btu/h],Lights Sensible Heat Addition [Btu/h],Equipment Sensible Heat Addition [Btu/h],Window Heat Addition [Btu/h],Interzone Air Transfer Heat Addition [Btu/h],Infiltration Heat Addition [Btu/h],Opaque Surface Conduction and Other Heat Addition [Btu/h],Equipment Sensible Heat Removal [Btu/h],Window Heat Removal [Btu/h],Interzone Air Transfer Heat Removal [Btu/h],Infiltration Heat Removal [Btu/h],Opaque Surface Conduction and Other Heat Removal [Btu/h]
,LIVING_UNIT1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,UNHEATEDBSMT_UNIT1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Peak Heating Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [Btu/h],HVAC Zone Eq & Other Sensible Air Cooling [ton],HVAC Terminal Unit Sensible Air Heating [Btu/h],HVAC Terminal Unit Sensible Air Cooling [ton],HVAC Input Heated Surface Heating [Btu/h],HVAC Input Cooled Surface Cooling [ton],People Sensible Heat Addition [Btu/h],Lights Sensible Heat Addition [Btu/h],Equipment Sensible Heat Addition [Btu/h],Window Heat Addition [Btu/h],Interzone Air Transfer Heat Addition [Btu/h],Infiltration Heat Addition [Btu/h],Opaque Surface Conduction and Other Heat Addition [Btu/h],Equipment Sensible Heat Removal [Btu/h],Window Heat Removal [Btu/h],Interzone Air Transfer Heat Removal [Btu/h],Infiltration Heat Removal [Btu/h],Opaque Surface Conduction and Other Heat Removal [Btu/h]
,LIVING_UNIT1,12-JAN-04:30,-1134.8,0.00,15713.61,0.00,0.00,0.00,798.99,237.85,1377.73,0.00,0.00,0.00,0.00,0.00,-4035.5,-2.8,-6076.1,-6878.8
,ATTIC_UNIT1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,UNHEATEDBSMT_UNIT1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,12-JAN-04:30,-1134.8,0.00,15713.61,0.00,0.00,0.00,798.99,237.85,1377.73,0.00,3965.91,0.00,17346.03,0.00,-4035.5,-2.8,-34266.9,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Standard 62.1 Summary
FOR:,Entire Facility
System Ventilation Requirements for Cooling

,,Sum of Zone Primary Air Flow - Vpz-sum [ft3/min],System Population - Ps,Sum of Zone Population - Pz-sum,Occupant Diversity - D,Origin of D,Uncorrected Outdoor Air Intake Airflow - Vou [ft3/min],System Primary Airflow - Vps [ft3/min],Average Outdoor Air Fraction - Xs,System Ventilation Efficiency - Ev,Calculation Method for Ev,Outdoor Air Intake Flow - Vot [ft3/min],Percent Outdoor Air - %OA,Environment Name of Peak System Population - Ps,Date and Time of Last Peak System Population - Ps
,CENTRAL SYSTEM_UNIT1,710.8982,0.0000,3.0000,1.0000,Calculated from schedules,0.0000,710.8982,0.0000,1.0000,Not calculated,0.0000,0.0000,,


System Ventilation Requirements for Heating

,,Sum of Zone Primary Air Flow - Vpz-sum [ft3/min],System Population - Ps,Sum of Zone Population - Pz-sum,Occupant Diversity - D,Origin of D,Uncorrected Outdoor Air Intake Airflow - Vou [ft3/min],System Primary Airflow - Vps [ft3/min],Average Outdoor Air Fraction - Xs,System Ventilation Efficiency - Ev,Calculation Method for Ev,Outdoor Air Intake Flow Vot [ft3/min],Percent Outdoor Air - %OA,Environment Name of Peak System Population - Ps,Date and Time of Last Peak System Population - Ps
,CENTRAL SYSTEM_UNIT1,710.8982,0.0000,3.0000,1.0000,Calculated from schedules,0.0000,710.8982,0.0000,1.0000,Not calculated,0.0000,0.0000,,


Zone Ventilation Parameters

,,AirLoop Name,People Outdoor Air Rate - Rp [ft3/min-person],Zone Population - Pz,Area Outdoor Air Rate - Ra [ft3/min-ft2],Zone Floor Area - Az [ft2],Breathing Zone Outdoor Airflow - Vbz [ft3/min],Cooling Zone Air Distribution Effectiveness - Ez-clg,Cooling Zone Outdoor Airflow - Voz-clg [ft3/min],Heating Zone Air Distribution Effectiveness - Ez-htg,Heating Zone Outdoor Airflow - Voz-htg [ft3/min]
,LIVING_UNIT1,CENTRAL SYSTEM_UNIT1,0.000000,3.0000,0.000000,2377.10,0.0000,1.0000,0.0000,1.000,0.0000


System Ventilation Parameters

,,People Outdoor Air Rate - Rp [ft3/min-person],Sum of Zone Population - Pz-sum,Area Outdoor Air Rate - Ra [ft3/min-ft2],Sum of Zone Floor Area - Az-sum [ft2],Breathing Zone Outdoor Airflow - Vbz [ft3/min],Cooling Zone Outdoor Airflow - Voz-clg [ft3/min],Heating Zone Outdoor Airflow - Voz-htg [ft3/min]
,CENTRAL SYSTEM_UNIT1,0.000000,3.00,0.000000,2377.0955,0.0000,0.0000,0.0000


Zone Ventilation Calculations for Cooling Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [ft3/min],Zone Discharge Airflow - Vdz [ft3/min],Minimum Zone Primary Airflow - Vpz-min [ft3/min],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Cooling - Voz-clg [ft3/min],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,LIVING_UNIT1,CENTRAL SYSTEM_UNIT1,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,710.8982,710.8982,710.8982,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Cooling Design

,,Sum of Zone Primary Airflow - Vpz-sum [ft3/min],System Primary Airflow - Vps [ft3/min],Sum of Zone Discharge Airflow - Vdz-sum [ft3/min],Sum of Min Zone Primary Airflow - Vpz-min [ft3/min],Zone Outdoor Airflow Cooling - Voz-clg [ft3/min],Zone Ventilation Efficiency - Evz-min
,CENTRAL SYSTEM_UNIT1,710.8982,710.8982,710.8982,710.8982,0.0000,1.0000


Zone Ventilation Calculations for Heating Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [ft3/min],Zone Discharge Airflow - Vdz [ft3/min],Minimum Zone Primary Airflow - Vpz-min [ft3/min],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Heating - Voz-htg [ft3/min],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,LIVING_UNIT1,CENTRAL SYSTEM_UNIT1,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,710.8982,710.8982,710.8982,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Heating Design

,,Sum of Zone Primary Airflow - Vpz-sum [ft3/min],System Primary Airflow - Vps [ft3/min],Sum of Zone Discharge Airflow - Vdz-sum [ft3/min],Sum of Min Zone Primary Airflow - Vpz-min [ft3/min],Zone Outdoor Airflow Heating - Voz-htg [ft3/min],Zone Ventilation Efficiency - Evz-min
,CENTRAL SYSTEM_UNIT1,710.8982,710.8982,710.8982,710.8982,0.0000,1.0000


----------------------------------------------------------------------------------------------------
REPORT:,LEED Summary
FOR:,Entire Facility
Sec1.1A-General Information

,,Data
,Weather File,ANNUAL ** Quebec.City-Ste.Foy-Univ.Laval QC CAN Custom-713920 WMO#=713920
,Total gross floor area [ft2],4754.19
,Principal Heating Source,Additional Fuel


EAp2-1. Space Usage Type

,,Space Area [ft2],Regularly Occupied Area [ft2],Unconditioned Area [ft2],Typical Hours/Week in Operation [hr/wk]
,LIVING_UNIT1,2377.10,2377.10,0.00,168.00
,ATTIC_UNIT1,1188.55,0.00,1188.55,0.00
,UNHEATEDBSMT_UNIT1,1188.55,0.00,1188.55,0.00
,Totals,4754.19,2377.10,2377.10,


EAp2-2. Advisory Messages

,,Data
,Number of hours heating loads not met,0.00
,Number of hours cooling loads not met,0.00
,Number of hours not met,0.00


EAp2-3. Energy Type Summary

,,Utility Rate,Virtual Rate [$/unit energy],Units of Energy,Units of Demand
,None,,,,


EAp2-4/5. Performance Rating Method Compliance

,,Electricity Energy Use [kWh],Electricity Demand [W],Natural Gas Energy Use [therm],Natural Gas Demand [Btu/h],Gasoline Use [therm],Gasoline Demand [Btu/h],Diesel Use [kBtu],Diesel Demand [Btu/h],Coal Use [kBtu],Coal Demand [Btu/h],Fuel Oil No 1 Use [kBtu],Fuel Oil No 1 Demand [Btu/h],Fuel Oil No 2 Use [kBtu],Fuel Oil No 2 Demand [Btu/h],Propane Use [kBtu],Propane Demand [Btu/h],Other Fuel 1 Use [kBtu],Other Fuel 1 Demand [Btu/h],Other Fuel 2 Use [kBtu],Other Fuel 2 Demand [Btu/h],District Cooling Use [ton-hrs],District Cooling Demand [ton],District Heating Use [kBtu],District Heating Demand [Btu/h]
,Heating -- General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,558.61,27306.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling -- General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting -- General,2.84,337.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting -- Exterior-Lights,0.52,43.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting -- Garage-Lights,0.06,7.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- dishwasher,0.53,58.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- refrigerator,1.83,91.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- clotheswasher,0.30,25.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- electric_dryer,2.62,213.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- electric_range,1.66,248.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- television,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- electric_mels,9.20,567.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- IECC_adj,5.53,340.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment -- Not Subdivided,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans -- General,4.44,222.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans -- Ventilation,1.20,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans -- Ventilation (simple),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps -- General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection -- Not Subdivided,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification -- Not Subdivided,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery -- General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems -- General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems -- Domestic Hot Water,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems -- Water Heater,0.20,8.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems -- Water Heater Parasitic,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems -- Other,0.00,461.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration -- Not Subdivided,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators -- General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


EAp2-6. Energy Use Summary

,,Process Subtotal [kBtu],Total Energy Use [kBtu]
,Electricity,73.98,121.51
,Natural Gas,0.00,0.00
,Additional,0.00,558.61
,Total,73.98,680.12


EAp2-7. Energy Cost Summary

,,Process Subtotal [$],Total Energy Cost [$]
,Electricity,0.00,
,Natural Gas,0.00,
,Additional,0.00,
,Total,0.00,
Process energy cost based on ratio of process to total energy.


L-1. Renewable Energy Source Summary

,,Rated Capacity [kW],Annual Energy Generated [kBtu]
,Photovoltaic,0.00,0.00
,Wind,0.00,0.00


EAp2-17a. Energy Use Intensity - Electricity

,,Electricty [kWh/ft2]
,Interior Lighting (All),0.00
,Space Heating,0.00
,Space Cooling,0.00
,Fans (All),0.00
,Service Water Heating,0.00
,Receptacle Equipment,0.00
