,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT3_BACKROW_TOPFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT3_FRONTROW_TOPFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT1_FRONTROW_TOPFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT2_BACKROW_TOPFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT2_FRONTROW_TOPFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,LIVING_UNIT1_BACKROW_TOPFLOOR,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,HEATEDBSMT,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,BREEZEWAY,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,ATTIC,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Peak Heating Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [Btu/h],HVAC Zone Eq & Other Sensible Air Cooling [ton],HVAC Terminal Unit Sensible Air Heating [Btu/h],HVAC Terminal Unit Sensible Air Cooling [ton],HVAC Input Heated Surface Heating [Btu/h],HVAC Input Cooled Surface Cooling [ton],People Sensible Heat Addition [Btu/h],Lights Sensible Heat Addition [Btu/h],Equipment Sensible Heat Addition [Btu/h],Window Heat Addition [Btu/h],Interzone Air Transfer Heat Addition [Btu/h],Infiltration Heat Addition [Btu/h],Opaque Surface Conduction and Other Heat Addition [Btu/h],Equipment Sensible Heat Removal [Btu/h],Window Heat Removal [Btu/h],Interzone Air Transfer Heat Removal [Btu/h],Infiltration Heat Removal [Btu/h],Opaque Surface Conduction and Other Heat Removal [Btu/h]
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,12-JAN-24:00,-1017.8,0.00,8877.63,0.00,0.00,0.00,532.64,120.31,1155.04,0.00,0.00,0.00,0.00,0.00,-2248.5,0.00,-1869.3,-5550.0
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,12-JAN-14:00,-3591.7,0.00,9828.87,0.00,0.00,0.00,128.84,90.23,1099.93,0.00,0.00,0.00,0.00,0.00,-565.1,0.00,-1557.1,-5434.0
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,12-JAN-24:00,-1017.8,0.00,8877.82,0.00,0.00,0.00,532.66,120.31,1155.04,0.00,0.00,0.00,0.00,0.00,-2255.4,0.00,-1869.3,-5543.3
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,12-JAN-24:00,-1017.8,0.00,8887.85,0.00,0.00,0.00,532.66,120.31,1155.04,0.00,0.00,0.00,0.00,0.00,-2243.5,0.00,-1869.3,-5565.2
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,12-JAN-10:00,-3730.8,0.00,10134.21,0.00,0.00,0.00,128.84,90.23,1112.20,0.00,0.00,0.00,0.00,0.00,-593.1,0.00,-1715.7,-5426.0
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,12-JAN-24:00,-1017.8,0.00,8887.87,0.00,0.00,0.00,532.65,120.31,1155.04,0.00,0.00,0.00,0.00,0.00,-2250.5,0.00,-1869.3,-5558.2
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,12-JAN-05:00,-851.6,0.00,4570.25,0.00,0.00,0.00,532.65,144.37,832.97,0.00,0.00,0.00,0.00,0.00,-2118.4,0.00,-818.1,-2292.1
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,12-JAN-05:00,-851.8,0.00,2930.21,0.00,0.00,0.00,532.66,144.37,832.97,0.00,0.00,0.00,0.00,0.00,-859.0,0.00,-595.0,-2134.5
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,12-JAN-04:20,-851.7,0.00,4547.08,0.00,0.00,0.00,532.65,144.37,832.97,0.00,0.00,0.00,0.00,0.00,-2090.0,0.00,-818.1,-2297.3
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,12-JAN-10:00,-3769.6,0.00,7559.97,0.00,0.00,0.00,128.84,90.23,1112.20,0.00,0.00,0.00,0.00,0.00,-1590.9,0.00,-853.8,-2676.9
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,12-JAN-10:00,-3782.9,0.00,6042.17,0.00,0.00,0.00,128.84,90.23,1112.20,0.00,0.00,0.00,0.00,0.00,-635.3,0.00,-621.0,-2334.2
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,12-JAN-05:00,-851.6,0.00,4539.36,0.00,0.00,0.00,532.66,144.37,832.97,0.00,0.00,0.00,0.00,0.00,-2070.9,0.00,-818.1,-2308.8
,LIVING_UNIT3_BACKROW_TOPFLOOR,12-JAN-05:00,-851.3,0.00,6146.17,0.00,0.00,0.00,532.67,144.37,832.97,0.00,0.00,0.00,0.00,0.00,-2072.9,0.00,-1869.4,-2862.6
,LIVING_UNIT3_FRONTROW_TOPFLOOR,12-JAN-05:00,-851.3,0.00,6155.02,0.00,0.00,0.00,532.66,144.37,832.97,0.00,0.00,0.00,0.00,0.00,-2093.8,0.00,-1869.4,-2850.6
,LIVING_UNIT1_FRONTROW_TOPFLOOR,12-JAN-04:20,-851.3,0.00,6182.17,0.00,0.00,0.00,532.65,144.37,832.97,0.00,0.00,0.00,0.00,0.00,-2124.8,0.00,-1869.4,-2846.6
,LIVING_UNIT2_BACKROW_TOPFLOOR,12-JAN-10:00,-3729.2,0.00,7583.51,0.00,0.00,0.00,128.84,90.23,1112.20,0.00,0.00,0.00,0.00,0.00,-637.0,0.00,-1718.0,-2830.5
,LIVING_UNIT2_FRONTROW_TOPFLOOR,12-JAN-05:00,-851.4,0.00,4515.93,0.00,0.00,0.00,532.66,144.37,832.97,0.00,0.00,0.00,0.00,0.00,-861.3,0.00,-1646.1,-2667.1
,LIVING_UNIT1_BACKROW_TOPFLOOR,12-JAN-10:00,-3722.2,0.00,9135.11,0.00,0.00,0.00,128.84,90.23,1112.20,0.00,0.00,0.00,0.00,0.00,-1598.9,0.00,-1951.1,-3194.2
,HEATEDBSMT,12-JAN-23:30,-2242.1,0.00,38650.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-36408.7
,BREEZEWAY,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,ATTIC,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,12-JAN-05:00,-17192.1,0.00,141296.49,0.00,0.00,0.00,9587.77,2598.70,14993.51,0.00,0.00,0.00,0.00,0.00,-29775.0,0.00,-31843.0,-89666.3


----------------------------------------------------------------------------------------------------
REPORT:,Standard 62.1 Summary
FOR:,Entire Facility
System Ventilation Requirements for Cooling

,,Sum of Zone Primary Air Flow - Vpz-sum [ft3/min],System Population - Ps,Sum of Zone Population - Pz-sum,Occupant Diversity - D,Origin of D,Uncorrected Outdoor Air Intake Airflow - Vou [ft3/min],System Primary Airflow - Vps [ft3/min],Average Outdoor Air Fraction - Xs,System Ventilation Efficiency - Ev,Calculation Method for Ev,Outdoor Air Intake Flow - Vot [ft3/min],Percent Outdoor Air - %OA,Environment Name of Peak System Population - Ps,Date and Time of Last Peak System Population - Ps
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,459.7128,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,459.7128,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,250.3165,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,250.3165,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,347.4723,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,347.4723,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,431.1693,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,431.1693,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,245.0220,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,245.0220,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,320.2195,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,320.2195,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,464.8913,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,464.8913,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,279.5222,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,279.5222,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,376.7310,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,376.7310,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,426.7185,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,426.7185,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,273.0217,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,273.0217,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,351.5921,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,351.5921,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,476.7084,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,476.7084,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,300.7523,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,300.7523,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,378.9020,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,378.9020,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,453.2325,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,453.2325,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,299.1944,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,299.1944,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,354.5348,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,354.5348,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNITHEATEDBSMT,2358.0001,0.0000,0.0000,1.0000,Calculated from schedules,0.0000,2358.0001,0.0000,1.0000,Not calculated,0.0000,0.0000,,


System Ventilation Requirements for Heating

,,Sum of Zone Primary Air Flow - Vpz-sum [ft3/min],System Population - Ps,Sum of Zone Population - Pz-sum,Occupant Diversity - D,Origin of D,Uncorrected Outdoor Air Intake Airflow - Vou [ft3/min],System Primary Airflow - Vps [ft3/min],Average Outdoor Air Fraction - Xs,System Ventilation Efficiency - Ev,Calculation Method for Ev,Outdoor Air Intake Flow Vot [ft3/min],Percent Outdoor Air - %OA,Environment Name of Peak System Population - Ps,Date and Time of Last Peak System Population - Ps
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,459.7128,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,459.7128,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,250.3165,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,250.3165,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,347.4723,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,347.4723,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,431.1693,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,431.1693,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,245.0220,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,245.0220,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,320.2195,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,320.2195,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,464.8913,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,464.8913,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,279.5222,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,279.5222,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,376.7310,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,376.7310,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,426.7185,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,426.7185,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,273.0217,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,273.0217,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,351.5921,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,351.5921,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,476.7084,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,476.7084,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,300.7523,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,300.7523,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,378.9020,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,378.9020,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,453.2325,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,453.2325,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,299.1944,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,299.1944,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,354.5348,0.0000,2.0000,1.0000,Calculated from schedules,0.0000,354.5348,0.0000,1.0000,Not calculated,0.0000,0.0000,,
,CENTRAL SYSTEM_UNITHEATEDBSMT,2358.0001,0.0000,0.0000,1.0000,Calculated from schedules,0.0000,2358.0001,0.0000,1.0000,Not calculated,0.0000,0.0000,,


Zone Ventilation Parameters

,,AirLoop Name,People Outdoor Air Rate - Rp [ft3/min-person],Zone Population - Pz,Area Outdoor Air Rate - Ra [ft3/min-ft2],Zone Floor Area - Az [ft2],Breathing Zone Outdoor Airflow - Vbz [ft3/min],Cooling Zone Air Distribution Effectiveness - Ez-clg,Cooling Zone Outdoor Airflow - Voz-clg [ft3/min],Heating Zone Air Distribution Effectiveness - Ez-htg,Heating Zone Outdoor Airflow - Voz-htg [ft3/min]
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,HEATEDBSMT,CENTRAL SYSTEM_UNITHEATEDBSMT,0.000000,0.0000,0.000000,7794.39,0.0000,1.0000,0.0000,1.000,0.0000


System Ventilation Parameters

,,People Outdoor Air Rate - Rp [ft3/min-person],Sum of Zone Population - Pz-sum,Area Outdoor Air Rate - Ra [ft3/min-ft2],Sum of Zone Floor Area - Az-sum [ft2],Breathing Zone Outdoor Airflow - Vbz [ft3/min],Cooling Zone Outdoor Airflow - Voz-clg [ft3/min],Heating Zone Outdoor Airflow - Voz-htg [ft3/min]
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNITHEATEDBSMT,,0.00,0.000000,7794.3864,0.0000,0.0000,0.0000


Zone Ventilation Calculations for Cooling Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [ft3/min],Zone Discharge Airflow - Vdz [ft3/min],Minimum Zone Primary Airflow - Vpz-min [ft3/min],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Cooling - Voz-clg [ft3/min],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,459.7128,459.7128,459.7128,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
