Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2024.05.14 12:32
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ7+oilfurnace+slab+IECC_2021
Environment:,ANNUAL ** Quebec.City-Ste.Foy-Univ.Laval QC CAN Custom-713920 WMO#=713920

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,5941.75,0.19,0.27
,Net Site Energy,5941.75,0.19,0.27
,Total Source Energy,9385.39,0.30,0.43
,Net Source Energy,9385.39,0.30,0.43


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,31210.83
,Net Conditioned Building Area,21609.96
,Unconditioned Building Area,9600.87


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,0.00,4528.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,106.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,51.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,842.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,181.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,232.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,1413.60,4528.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
Note: Natural gas appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Fans:Electricity:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,ElectricityPurchased:Facility,414.01,9753.90,12-JAN-04:00,28802.06,12-JAN-18:00
,ElectricityPurchased:Plant,414.01,9753.90,12-JAN-04:00,28802.06,12-JAN-18:00
,Cogeneration:ElectricityPurchased,414.01,9753.90,12-JAN-04:00,28802.06,12-JAN-18:00
,General:Cogeneration:ElectricityPurchased,414.01,9753.90,12-JAN-04:00,28802.06,12-JAN-18:00
,ElectricitySurplusSold:Facility,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,ElectricitySurplusSold:Plant,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Cogeneration:ElectricitySurplusSold,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cogeneration:ElectricitySurplusSold,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,ElectricityNet:Facility,414.01,9753.90,12-JAN-04:00,28802.06,12-JAN-18:00
,ElectricityNet:Plant,414.01,9753.90,12-JAN-04:00,28802.06,12-JAN-18:00
,Cogeneration:ElectricityNet,414.01,9753.90,12-JAN-04:00,28802.06,12-JAN-18:00
,General:Cogeneration:ElectricityNet,414.01,9753.90,12-JAN-04:00,28802.06,12-JAN-18:00
,HeatRecovery:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:HeatRecovery:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,ExteriorLights:Electricity,15.09,0.00,12-JAN-07:00,1257.69,12-JAN-01:00
,Exterior-Lights:ExteriorLights:Electricity,15.09,0.00,12-JAN-07:00,1257.69,12-JAN-01:00
,Garage-Lights:ExteriorLights:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Heating:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Boiler Parasitic:Heating:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Water Heater:WaterSystems:Electricity,3.59,149.40,12-JAN-01:00,149.40,12-JAN-04:00
,Water Heater Parasitic:WaterSystems:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Pumps:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Pumps:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00


Annual and Peak Values - Natural Gas

,,Natural Gas Annual Value [therm],Natural Gas Minimum Value [Btu/h],Timestamp of Minimum {TIMESTAMP},Natural Gas Maximum Value [Btu/h],Timestamp of Maximum {TIMESTAMP}
,NaturalGas:Facility,45.28,131529.08,12-JAN-01:00,242290.64,12-JAN-10:00
,NaturalGas:Plant,45.28,131529.08,12-JAN-01:00,242290.64,12-JAN-10:00
,Heating:NaturalGas,45.28,131529.08,12-JAN-01:00,242290.64,12-JAN-10:00
,Boiler:Heating:NaturalGas,45.28,131529.08,12-JAN-01:00,242290.64,12-JAN-10:00
,WaterSystems:NaturalGas,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Water Heater:WaterSystems:NaturalGas,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00


Annual and Peak Values - Cooling

,,Cooling Annual Value [ton-hrs],Cooling Minimum Value [ton],Timestamp of Minimum {TIMESTAMP},Cooling Maximum Value [ton],Timestamp of Maximum {TIMESTAMP}
,None,,,,,


Annual and Peak Values - Water

,,Annual Value [ft3],Minimum Value [ft3/min],Timestamp of Minimum {TIMESTAMP},Maximum Value [ft3/min],Timestamp of Maximum {TIMESTAMP}
,Water:Facility,124.87,0.01,12-JAN-03:00,0.16,12-JAN-09:00
,Water:Plant,124.87,0.01,12-JAN-03:00,0.16,12-JAN-09:00
,WaterSystems:Water,124.87,0.01,12-JAN-03:00,0.16,12-JAN-09:00
,Domestic Hot Water:WaterSystems:Water,124.87,0.01,12-JAN-03:00,0.16,12-JAN-09:00
,MainsWater:Facility,124.87,0.01,12-JAN-03:00,0.16,12-JAN-09:00
,MainsWater:Plant,124.87,0.01,12-JAN-03:00,0.16,12-JAN-09:00
,WaterSystems:MainsWater,124.87,0.01,12-JAN-03:00,0.16,12-JAN-09:00
,Domestic Hot Water:WaterSystems:MainsWater,124.87,0.01,12-JAN-03:00,0.16,12-JAN-09:00
,Water Heater:WaterSystems:Water,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Water Heater:WaterSystems:MainsWater,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00


Annual and Peak Values - Other by Weight/Mass

,,Annual Value [lb],Minimum Value [lb/s],Timestamp of Minimum {TIMESTAMP},Maximum Value [lb/s],Timestamp of Maximum {TIMESTAMP}
,Carbon Equivalent:Facility,0.00,0.000,12-JAN-01:00,0.000,12-JAN-01:00
,CarbonEquivalentEmissions:Carbon Equivalent,0.00,0.000,12-JAN-01:00,0.000,12-JAN-01:00


Annual and Peak Values - Other Volumetric

,,Annual Value [ft3],Minimum Value [ft3/min],Timestamp of Minimum {TIMESTAMP},Maximum Value [ft3/min],Timestamp of Maximum {TIMESTAMP}
,None,,,,,


Annual and Peak Values - Other Liquid/Gas

,,Annual Value [gal],Minimum Value [gal],Timestamp of Minimum {TIMESTAMP},Maximum Value [gal],Timestamp of Maximum {TIMESTAMP}
,None,,,,,


Annual and Peak Values - Other

,,Annual Value [kBtu],Minimum Value [Btu/h],Timestamp of Minimum {TIMESTAMP},Maximum Value [Btu/h],Timestamp of Maximum {TIMESTAMP}
,EnergyTransfer:Facility,11948.56,364999.21,12-JAN-01:00,641104.39,12-JAN-10:00
,EnergyTransfer:HVAC,4769.08,142639.33,12-JAN-01:00,276159.86,12-JAN-10:00
,CoolingCoils:EnergyTransfer,382.36,0.00,12-JAN-01:00,51444.22,12-JAN-10:00
,EnergyTransfer:Building,2989.90,110591.59,12-JAN-01:00,134340.55,12-JAN-24:00
,EnergyTransfer:Zone:BREEZEWAY,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Heating:EnergyTransfer,2989.90,110591.59,12-JAN-01:00,134340.55,12-JAN-24:00
,Heating:EnergyTransfer:Zone:BREEZEWAY,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Heating:EnergyTransfer,2989.90,110591.59,12-JAN-01:00,134340.55,12-JAN-24:00
,General:Heating:EnergyTransfer:Zone:BREEZEWAY,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Cooling:EnergyTransfer,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Cooling:EnergyTransfer:Zone:BREEZEWAY,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:BREEZEWAY,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,327.22,12284.17,12-JAN-02:00,15119.22,12-JAN-24:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,327.22,12284.17,12-JAN-02:00,15119.22,12-JAN-24:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,327.22,12284.17,12-JAN-02:00,15119.22,12-JAN-24:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,292.36,10895.24,12-JAN-02:00,13425.49,12-JAN-24:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,292.36,10895.24,12-JAN-02:00,13425.49,12-JAN-24:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,292.36,10895.24,12-JAN-02:00,13425.49,12-JAN-24:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,325.19,12277.91,12-JAN-02:00,15118.36,12-JAN-24:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,325.19,12277.91,12-JAN-02:00,15118.36,12-JAN-24:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,325.19,12277.91,12-JAN-02:00,15118.36,12-JAN-24:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_BOTTOMFLOOR,329.28,12288.69,12-JAN-02:00,15127.06,12-JAN-24:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_BOTTOMFLOOR,329.28,12288.69,12-JAN-02:00,15127.06,12-JAN-24:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_BOTTOMFLOOR,329.28,12288.69,12-JAN-02:00,15127.06,12-JAN-24:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_BOTTOMFLOOR,294.51,10898.61,12-JAN-02:00,13436.41,12-JAN-24:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_BOTTOMFLOOR,294.51,10898.61,12-JAN-02:00,13436.41,12-JAN-24:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_BOTTOMFLOOR,294.51,10898.61,12-JAN-02:00,13436.41,12-JAN-24:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,327.29,12279.84,12-JAN-02:00,15126.90,12-JAN-24:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,327.29,12279.84,12-JAN-02:00,15126.90,12-JAN-24:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,327.29,12279.84,12-JAN-02:00,15126.90,12-JAN-24:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,90.88,3233.40,12-JAN-19:00,4195.38,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,90.88,3233.40,12-JAN-19:00,4195.38,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,90.88,3233.40,12-JAN-19:00,4195.38,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,54.15,1655.19,12-JAN-21:00,2563.00,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,54.15,1655.19,12-JAN-21:00,2563.00,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,54.15,1655.19,12-JAN-21:00,2563.00,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,88.78,3218.02,12-JAN-19:00,4172.33,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,88.78,3218.02,12-JAN-19:00,4172.33,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,88.78,3218.02,12-JAN-19:00,4172.33,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,92.88,3282.75,12-JAN-19:00,4293.52,12-JAN-10:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,92.88,3282.75,12-JAN-19:00,4293.52,12-JAN-10:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,92.88,3282.75,12-JAN-19:00,4293.52,12-JAN-10:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,56.17,1690.84,12-JAN-21:00,2764.96,12-JAN-10:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,56.17,1690.84,12-JAN-21:00,2764.96,12-JAN-10:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,56.17,1690.84,12-JAN-21:00,2764.96,12-JAN-10:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,90.77,3265.72,12-JAN-19:00,4164.29,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,90.77,3265.72,12-JAN-19:00,4164.29,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,90.77,3265.72,12-JAN-19:00,4164.29,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:ATTIC,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Heating:EnergyTransfer:Zone:ATTIC,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Heating:EnergyTransfer:Zone:ATTIC,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Cooling:EnergyTransfer:Zone:ATTIC,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:ATTIC,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,115.37,3908.31,12-JAN-01:00,5361.45,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,115.37,3908.31,12-JAN-01:00,5361.45,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,115.37,3908.31,12-JAN-01:00,5361.45,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,113.47,3896.89,12-JAN-01:00,5370.37,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,113.47,3896.89,12-JAN-01:00,5370.37,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,113.47,3896.89,12-JAN-01:00,5370.37,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,115.62,3903.13,12-JAN-01:00,5396.20,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,115.62,3903.13,12-JAN-01:00,5396.20,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,115.62,3903.13,12-JAN-01:00,5396.20,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,80.19,2487.04,12-JAN-01:00,3923.27,12-JAN-10:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,80.19,2487.04,12-JAN-01:00,3923.27,12-JAN-10:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,80.19,2487.04,12-JAN-01:00,3923.27,12-JAN-10:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,78.27,2473.94,12-JAN-01:00,3739.27,12-JAN-05:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,78.27,2473.94,12-JAN-01:00,3739.27,12-JAN-05:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,78.27,2473.94,12-JAN-01:00,3739.27,12-JAN-05:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,117.52,3915.39,12-JAN-01:00,5475.47,12-JAN-10:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,117.52,3915.39,12-JAN-01:00,5475.47,12-JAN-10:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,117.52,3915.39,12-JAN-01:00,5475.47,12-JAN-10:00
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,PlantLoopHeatingDemand:Facility,4194.87,124710.62,12-JAN-01:00,232171.31,12-JAN-10:00
,PlantLoopHeatingDemand:Plant,567.06,2257.80,12-JAN-03:00,43387.30,12-JAN-09:00
,WaterSystems:PlantLoopHeatingDemand,567.06,2257.80,12-JAN-03:00,43387.30,12-JAN-09:00
,General:WaterSystems:PlantLoopHeatingDemand,567.06,2257.80,12-JAN-03:00,43387.30,12-JAN-09:00
,HeatRecoveryForHeating:EnergyTransfer,758.92,24473.74,12-JAN-01:00,36079.45,12-JAN-24:00
,HeatRecoveryForCooling:EnergyTransfer,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,HeatingCoils:EnergyTransfer,3627.81,118165.58,12-JAN-01:00,191853.48,12-JAN-10:00
,PlantLoopHeatingDemand:HVAC,3627.81,118165.58,12-JAN-01:00,191853.48,12-JAN-10:00
,HeatingCoils:PlantLoopHeatingDemand,3627.81,118165.58,12-JAN-01:00,191853.48,12-JAN-10:00
,EnergyTransfer:Plant,4189.58,111768.30,12-JAN-01:00,234150.34,12-JAN-10:00
,WaterSystems:EnergyTransfer,567.06,2257.80,12-JAN-03:00,43387.30,12-JAN-09:00
,Domestic Hot Water:WaterSystems:EnergyTransfer,567.06,2257.80,12-JAN-03:00,43387.30,12-JAN-09:00
